,url,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,awards,places
0,https://www.goodreads.com//book/show/13496.A_Game_of_Thrones,A Game of Thrones,George R.R. Martin,4.44,"2,085,794","55,526",835,2005,True,1,"Nebula Award Nominee for Best Novel (1997), Locus Award for Best Fantasy Novel (1997), World Fantasy Award Nominee for Best Novel (1997), Premio Ignotus for Novela extranjera (2003)","['Fantasy', 'Fiction', 'Fantasy']"
1,https://www.goodreads.com//book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.60,"114,665","1,843",1728,2012,True,1,,"['Fantasy', 'Fiction', 'Classics']"
