,url,title,authorname,avg_rating,num_rat,num_rev,total_pages,ori_year,places,series,awards,genre3
858,https://www.goodreads.com//book/show/41865.Twilight,Twilight,Stephenie Meyer,3.61,"5,205,740","107,227",501,2006,"Forks, Washington (United States)",1,"Georgia Peach Book Award (2007), Buxtehuder Bulle (2006), Kentucky Bluegrass Award for 9-12 (2007), Prijs van de Kinder- en Jeugdjury Vlaanderen (2008), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2009) ...more","['Young Adult', 'Fantasy', 'Romance']"
859,https://www.goodreads.com//book/show/38709.Holes,Holes,Louis Sachar,3.98,"1,011,526","21,231",233,2000,"Green Lake, Texas (United States)",1,"Newbery Medal (1999), National Book Award for Young People's Literature (1998), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2001), Grand Canyon Reader Award for Teen Book (2001), Nene Award (2001) ...more","['Young Adult', 'Fiction', 'Childrens']"
860,https://www.goodreads.com//book/show/13659.Tales_from_Earthsea,Tales from Earthsea,Ursula K. Le Guin,4.06,"20,228",883,280,2003,Earthsea Realm,1,"Locus Award for Best Collection (2002), British Fantasy Award Nominee for Best Collection (2003), Endeavour Award (2002)","['Fantasy', 'Fiction', 'Short Stories']"
861,https://www.goodreads.com//book/show/22381326-half-a-war,Half a War,Joe Abercrombie,4.02,"24,769","1,926",513,2015,,1,Locus Award Nominee for Best Young Adult Novel (2016),"['Fantasy', 'Young Adult', 'Fiction']"
862,https://www.goodreads.com//book/show/602467.Nobody_s_Son,Nobody's Son,Sean Stewart,3.77,430,45,273,1995,,0,"Canadian Library Association Young Adult Book Award (1994), Prix Aurora Award for Best Long Form Work in English (1994)","['Fantasy', 'Young Adult', 'Fiction']"
863,https://www.goodreads.com//book/show/7815817-the-emerald-storm,The Emerald Storm,Michael J. Sullivan,4.32,"7,810",308,375,2010,,1,Goodreads Choice Award Nominee for Fantasy (2010),"['Fantasy', 'Fantasy', 'Epic Fantasy']"
864,https://www.goodreads.com//book/show/6323302-the-complete-circle-series,The Complete Circle Series,Ted Dekker,4.53,"2,596",160,1553,2009,,1,,"['Christian Fiction', 'Fiction', 'Fantasy']"
865,https://www.goodreads.com//book/show/93768.War_of_the_Twins,War of the Twins,Margaret Weis,4.14,"27,926",259,411,2004,,1,,"['Fantasy', 'Dungeons and Dragons', 'Dragonlance']"
866,https://www.goodreads.com//book/show/13589152-the-hunters,The Hunters,John Flanagan,4.45,"15,962",545,403,2012,,1,,"['Fantasy', 'Young Adult', 'Adventure']"
867,https://www.goodreads.com//book/show/21416690-the-invisible-library,The Invisible Library,Genevieve Cogman,3.73,"45,629","5,580",329,2015,,1,,"['Fantasy', 'Fiction', 'Science Fiction']"
868,https://www.goodreads.com//book/show/7576115-i-shall-wear-midnight,I Shall Wear Midnight,Terry Pratchett,4.30,"52,149","2,302",349,2010,Ankh-Morpork,1,"Locus Award Nominee for Best Young Adult Book (2011), SFX Award for Best Novel (2011), Mythopoeic Fantasy Award Nominee for Children’s Literature (2011), Andre Norton Award (2010), Goodreads Choice Award Nominee for Young Adult Fantasy (2010)","['Fantasy', 'Young Adult', 'Fiction']"
869,https://www.goodreads.com//book/show/28665.Fugitive_Prince,Fugitive Prince,Janny Wurts,3.89,"2,964",56,565,1997,,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
870,https://www.goodreads.com//book/show/517115.Convergence,Convergence,Sharon Green,3.65,"1,099",69,448,1996,,1,,"['Fantasy', 'Fiction', 'Romance']"
871,https://www.goodreads.com//book/show/40158.The_Queen_of_Attolia,The Queen of Attolia,Megan Whalen Turner,4.14,"42,485","3,814",362,2006,,1,Mythopoeic Fantasy Award for Children’s Literature (2011),"['Fantasy', 'Young Adult', 'Fiction']"
872,https://www.goodreads.com//book/show/110693.The_Elder_Gods,The Elder Gods,David Eddings,3.18,"9,826",294,448,2004,,1,,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
873,https://www.goodreads.com//book/show/10582479-mad-shadows,Mad Shadows: The Weird Tales of Dorgo the Dowser,Joe Bonadonna,4.43,49,24,332,2011,,1,,"['Fantasy', 'Heroic Fantasy', 'Sword and Sorcery']"
874,https://www.goodreads.com//book/show/13626.Zimiamvia,Zimiamvia: A Trilogy,E.R. Eddison,4.13,72,6,985,1992,,1,,"['Fantasy', 'Fiction', 'Classics']"
875,https://www.goodreads.com//book/show/450694.Bridge_of_Souls,Bridge of Souls,Fiona McIntosh,3.97,"3,073",86,512,2006,,1,,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
876,https://www.goodreads.com//book/show/285098.The_Treasured_One,The Treasured One,David Eddings,3.32,"6,218",94,480,2004,,1,,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
877,https://www.goodreads.com//book/show/176268.Dragonsbane,Dragonsbane,Barbara Hambly,3.95,"6,345",409,352,1987,,1,"Mythopoeic Fantasy Award Nominee (1986), Prix Julia Verlanger (1992)","['Fantasy', 'Fantasy', 'Dragons']"
878,https://www.goodreads.com//book/show/110688.Crystal_Gorge,Crystal Gorge,David Eddings,3.38,"5,673",66,560,2006,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
879,https://www.goodreads.com//book/show/17608111-the-crimson-campaign,The Crimson Campaign,Brian McClellan,4.36,"29,657","1,371",596,2014,,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
880,https://www.goodreads.com//book/show/6276644-gerechter-zorn,Gerechter Zorn,Markus Heitz,3.98,"1,741",71,583,2009,,1,,"['Fantasy', 'Fantasy', 'High Fantasy']"
881,https://www.goodreads.com//book/show/12771387-scriber,Scriber,Ben S. Dobson,4.09,"1,069",147,375,2011,,0,,"['Fantasy', 'Fiction', 'Fantasy']"
882,https://www.goodreads.com//book/show/18880.The_Younger_Gods,The Younger Gods,David Eddings,3.35,"5,108",102,420,2007,Dhrall (fictive),1,,"['Fantasy', 'Fiction', 'Fantasy']"
883,https://www.goodreads.com//book/show/8862170-the-castings-trilogy,The Castings Trilogy,Pamela Freeman,4.06,722,76,1258,2010,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
884,https://www.goodreads.com//book/show/2917816-heir-to-sevenwaters,Heir to Sevenwaters,Juliet Marillier,4.22,"13,790",716,395,2008,,1,"David Gemmell Legend Award Nominee for Best Fantasy Novel (2009), Aurealis Award Nominee for Best Fantasy Novel (2008)","['Fantasy', 'Romance', 'Historical']"
885,https://www.goodreads.com//book/show/1569097.The_Darkangel_Trilogy,The Darkangel Trilogy,Meredith Ann Pierce,4.40,871,64,471,1990,,1,,"['Fantasy', 'Young Adult', 'Science Fiction']"
886,https://www.goodreads.com//book/show/1476344.The_Blood_King,The Blood King,Gail Z. Martin,3.90,"6,383",151,615,2008,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
887,https://www.goodreads.com//book/show/26032825-the-cruel-prince,The Cruel Prince,Holly Black,4.10,"300,305","35,145",370,2018,,1,"Locus Award Nominee for Young Adult Book (2019), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2018), Lodestar Award Nominee (2019)","['Fantasy', 'Young Adult', 'Romance']"
888,https://www.goodreads.com//book/show/8965893-blood-of-adoria,Blood of Adoria,J.S. Chancellor,4.15,52,9,300,2011,,1,,"['Fantasy', 'Fantasy', 'High Fantasy']"
889,https://www.goodreads.com//book/show/28691.To_Green_Angel_Tower,To Green Angel Tower,Tad Williams,4.18,"31,738",454,1083,2005,,1,Locus Award Nominee for Best Fantasy Novel (1994),"['Fantasy', 'Fiction', 'Fantasy']"
890,https://www.goodreads.com//book/show/22755233-embers,Embers,Karen Ann Hopkins,3.87,"1,198",141,357,2014,,1,,"['Fantasy', 'Young Adult', 'Fantasy']"
891,https://www.goodreads.com//book/show/21066604-half-the-world,Half the World,Joe Abercrombie,4.20,"30,894","2,453",484,2015,,1,"Locus Award Nominee for Best Young Adult Novel (2016), ALA Alex Award (2016), Tähtifantasia Award Nominee (2017)","['Fantasy', 'Young Adult', 'Fiction']"
892,https://www.goodreads.com//book/show/66691.Dissolution,Dissolution,Richard Lee Byers,4.14,"9,809",139,372,2003,Menzoberranzan,1,,"['Fantasy', 'Dungeons and Dragons', 'Forgotten Realms']"
893,https://www.goodreads.com//book/show/153218.The_Uncrowned_King,The Uncrowned King,Michelle West,4.14,"2,110",51,687,1998,,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
894,https://www.goodreads.com//book/show/9565574-grave-dance,Grave Dance,Kalayna Price,4.10,"21,751",956,371,2011,,1,Goodreads Choice Award Nominee for Paranormal Fantasy (2011),"['Fantasy', 'Urban Fantasy', 'Fantasy']"
895,https://www.goodreads.com//book/show/104091.Lord_of_Emperors,Lord of Emperors,Guy Gavriel Kay,4.24,"11,811",410,560,2001,,1,"World Fantasy Award Nominee for Best Novel (2001), Mythopoeic Fantasy Award Nominee for Adult Literature (2001), Sunburst Award Nominee for Canadian Novel (2001)","['Fantasy', 'Fiction', 'Historical']"
896,https://www.goodreads.com//book/show/534415.Dragons_of_Summer_Flame,Dragons of Summer Flame,Margaret Weis,3.87,"15,214",207,552,1995,,1,,"['Fantasy', 'Dungeons and Dragons', 'Dragonlance']"
897,https://www.goodreads.com//book/show/36135227-city-at-the-edge-of-time,City At The Edge Of Time,Janet E. Morris,4.13,79,11,348,2017,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
898,https://www.goodreads.com//book/show/153223.The_Sun_Sword,The Sun Sword,Michelle West,4.33,"1,316",30,957,2004,,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
899,https://www.goodreads.com//book/show/40961427-1984,1984,George Orwell,4.19,"3,362,530","75,983",237,2013,"London, England, 1984 (United Kingdom)",0,"Prometheus Hall of Fame Award (1984), Locus Award Nominee for All-Time Best Science Fiction Novel (1987)","['Classics', 'Fiction', 'Science Fiction']"
900,https://www.goodreads.com//book/show/818867.Auralia_s_Colors,Auralia's Colors,Jeffrey Overstreet,3.66,"1,785",221,334,2007,,1,Christy Award Nominee for First Novel (2008),"['Fantasy', 'Fiction', 'Young Adult']"
901,https://www.goodreads.com//book/show/1096473.The_Last_of_the_Renshai,The Last of the Renshai,Mickey Zucker Reichert,3.98,"2,072",41,629,1992,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
902,https://www.goodreads.com//book/show/11097903-the-short-second-life-of-bree-tanner,The Short Second Life of Bree Tanner,Stephenie Meyer,3.51,"190,098","10,962",178,2011,"Seattle, Washington (United States)",1,Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book (2010),"['Young Adult', 'Fantasy', 'Paranormal']"
903,https://www.goodreads.com//book/show/537148.The_Gap_Into_Ruin,The Gap Into Ruin: This Day All Gods Die,Stephen R. Donaldson,4.24,"5,765",133,564,1996,,1,,"['Science Fiction', 'Fiction', 'Fantasy']"
904,https://www.goodreads.com//book/show/36371450-storm-seed,Storm Seed,Janet E. Morris,4.29,66,10,246,2017,,1,,"['Fantasy', 'Fiction', 'Science Fiction']"
905,https://www.goodreads.com//book/show/44778083-house-of-earth-and-blood,House of Earth and Blood,Sarah J. Maas,4.43,"127,693","19,910",803,2020,"Crescent City, 150333",1,"Goodreads Choice Award for Fantasy (2020), LovelyBooks Leserpreis for Bestes Buchcover and for Jugendbuch - Fantasy (2020)","['Fantasy', 'Romance', 'New Adult']"
906,https://www.goodreads.com//book/show/1385783.The_Hidden_City,The Hidden City,Michelle West,4.10,"1,721",132,615,2008,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
907,https://www.goodreads.com//book/show/3660718-the-stolen-lake,The Stolen Lake,Joan Aiken,3.90,860,77,314,2000,,1,,"['Fantasy', 'Fiction', 'Childrens']"
908,https://www.goodreads.com//book/show/385742.Gregor_and_the_Prophecy_of_Bane,Gregor and the Prophecy of Bane,Suzanne Collins,4.19,"40,523","2,062",312,2013,"New York City, New York (United States)",1,,"['Fantasy', 'Young Adult', 'Fiction']"
909,https://www.goodreads.com//book/show/6472451-ash,Ash,Malinda Lo,3.62,"32,159","3,488",264,2009,,1,"Locus Award Nominee for Best First Novel (2010), Mythopoeic Fantasy Award Nominee for Children's Literature (2010), Gaylactic Spectrum Award Nominee for Best Novel (2010), William C. Morris YA Debut Award Nominee (2010), James Tiptree Jr. Award Nominee for Longlist (2010) ...more","['Fantasy', 'Young Adult', 'LGBT']"
910,https://www.goodreads.com//book/show/35959740-circe,Circe,Madeline Miller,4.26,"428,872","46,506",393,2018,Aeaea,0,"Mythopoeic Fantasy Award Nominee for Adult Literature (2019), ALA Alex Award (2019), Women's Prize for Fiction Nominee (2019), The Kitschies for Red Tentacle (Best Novel) (2019), Goodreads Choice Award for Fantasy (2018)","['Fantasy', 'Fiction', 'Fantasy']"
911,https://www.goodreads.com//book/show/385706.Gregor_and_the_Curse_of_the_Warmbloods,Gregor and the Curse of the Warmbloods,Suzanne Collins,4.22,"41,847","1,569",358,2013,"New York City, New York (United States)",1,Dorothy Canfield Fisher Children's Book Award Nominee (2007),"['Fantasy', 'Young Adult', 'Fiction']"
912,https://www.goodreads.com//book/show/12954620-falling-kingdoms,Falling Kingdoms,Morgan Rhodes,3.78,"55,938","7,754",412,2012,,1,,"['Fantasy', 'Young Adult', 'Fantasy']"
913,https://www.goodreads.com//book/show/19063.The_Book_Thief,The Book Thief,Markus Zusak,4.38,"1,941,800","116,800",552,2006,"Molching, 1939 (Germany)",0,"National Jewish Book Award for Children’s and Young Adult Literature (2006), Book Sense Book of the Year Award for Children's Literature (2007), Buxtehuder Bulle (2008), Sydney Taylor Book Award for Teen Readers (2007), Prijs van de Kinder- en Jeugdjury Vlaanderen (2009) ...more","['Historical', 'Historical Fiction', 'Fiction']"
914,https://www.goodreads.com//book/show/116445.Dies_the_Fire,Dies the Fire,S.M. Stirling,3.93,"15,360","1,485",573,2005,Oregon (United States),1,,"['Science Fiction', 'Fantasy', 'Apocalyptic']"
915,https://www.goodreads.com//book/show/6324090-alice-s-adventures-in-wonderland,Alice's Adventures in Wonderland,Lewis Carroll,3.99,"279,073","10,980",96,1997,"Oxford, England",1,,"['Classics', 'Fantasy', 'Fiction']"
916,https://www.goodreads.com//book/show/846412.Beyond_Wizardwall,Beyond Wizardwall,Janet E. Morris,4.03,395,15,250,1987,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
917,https://www.goodreads.com//book/show/28385685-free-the-darkness,Free the Darkness,Kel Kade,4.26,"16,015",996,483,2015,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
918,https://www.goodreads.com//book/show/78411.The_Bad_Beginning,The Bad Beginning,Lemony Snicket,3.95,"423,959","17,396",176,1999,,1,"Book Sense Book of the Year Award Nominee for Children's Literature (2001), Nene Award (2003), Silberner Lufti (2000)","['Fiction', 'Young Adult', 'Childrens']"
919,https://www.goodreads.com//book/show/37903770-norse-mythology,Norse Mythology,Neil Gaiman,4.08,"238,575","21,219",301,2018,,0,Goodreads Choice Award Nominee for Fantasy (2017),"['Fantasy', 'Fantasy', 'Mythology']"
920,https://www.goodreads.com//book/show/16299991-a-quest-of-heroes,A Quest of Heroes,Morgan Rice,3.50,"16,786","1,350",346,2012,,1,,"['Fantasy', 'Young Adult', 'Fiction']"
921,https://www.goodreads.com//book/show/47957.Heir_to_the_Shadows,Heir to the Shadows,Anne Bishop,4.33,"24,862",725,482,1999,,1,,"['Fantasy', 'Romance', 'Fantasy']"
922,https://www.goodreads.com//book/show/16000044-rebel-spring,Rebel Spring,Morgan Rhodes,4.10,"30,677","3,723",401,2013,,1,,"['Fantasy', 'Young Adult', 'Fantasy']"
923,https://www.goodreads.com//book/show/174648.The_Books_of_Great_Alta,The Books of Great Alta,Jane Yolen,4.21,373,24,448,1997,,1,Mythopoeic Fantasy Award Nominee (1991),"['Fantasy', 'Fiction', 'Young Adult']"
924,https://www.goodreads.com//book/show/12027429-scent-of-magic,Scent of Magic,Maria V. Snyder,4.12,"22,775","1,481",414,2012,,1,,"['Fantasy', 'Young Adult', 'Fantasy']"
925,https://www.goodreads.com//book/show/47959.Queen_of_the_Darkness,Queen of the Darkness,Anne Bishop,4.37,"25,859",685,430,2000,,1,,"['Fantasy', 'Romance', 'Fantasy']"
926,https://www.goodreads.com//book/show/456028.Red,Red: The Heroic Rescue,Ted Dekker,4.30,"25,007",798,400,2005,,1,,"['Fantasy', 'Christian Fiction', 'Fiction']"
927,https://www.goodreads.com//book/show/11236353-the-dread,The Dread,Gail Z. Martin,4.15,"1,731",48,640,2012,,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
928,https://www.goodreads.com//book/show/1082163.White_Gold_Wielder,White Gold Wielder,Stephen R. Donaldson,4.04,"18,030",184,476,1987,,1,Locus Award Nominee for Best Fantasy Novel (1984),"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
929,https://www.goodreads.com//book/show/17671897-seven-forges,Seven Forges,James A. Moore,3.73,"2,875",232,398,2013,,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
930,https://www.goodreads.com//book/show/437782.The_Soul_Weaver,The Soul Weaver,Carol Berg,3.89,"1,658",37,469,2005,,1,,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
931,https://www.goodreads.com//book/show/144112.Brotherhood_of_the_Wolf,Brotherhood of the Wolf,David Farland,3.84,"10,101",139,659,2000,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
932,https://www.goodreads.com//book/show/415463.Dragonworld,Dragonworld,Byron Preiss,3.76,901,80,546,2011,,0,,"['Fantasy', 'Fantasy', 'Dragons']"
933,https://www.goodreads.com//book/show/1290241.The_Storm_Lord,The Storm Lord,Tanith Lee,3.41,399,36,350,1977,,1,,"['Fantasy', 'Fiction', 'Science Fiction']"
934,https://www.goodreads.com//book/show/479519.The_Light_Bearer,The Light Bearer,Donna Gillespie,4.20,"1,331",111,1024,1996,,1,,"['Historical', 'Historical Fiction', 'Fantasy']"
935,https://www.goodreads.com//book/show/2112756.Cirque_Du_Freak,Cirque Du Freak,Darren Shan,4.08,"51,672","3,561",257,2006,United States of America,1,Soaring Eagle Book Award (2004),"['Fantasy', 'Young Adult', 'Horror']"
936,https://www.goodreads.com//book/show/8531539-the-sworn,The Sworn,Gail Z. Martin,4.06,"2,840",88,563,2011,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
937,https://www.goodreads.com//book/show/189835.The_Malloreon_Boxed_Set,The Malloreon Boxed Set: Guardians of the West / King of the Murgos / Demon Lord of Karanda / Sorceress of Darshiva / The Seeress of Kell,David Eddings,4.36,"3,957",37,,1992,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
938,https://www.goodreads.com//book/show/780866.Requiem_for_the_Sun,Requiem for the Sun,Elizabeth Haydon,4.00,"6,684",75,594,2003,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
939,https://www.goodreads.com//book/show/3840040-dark-haven,Dark Haven,Gail Z. Martin,4.02,"4,776",98,606,2009,,1,,"['Fantasy', 'Fantasy', 'Magic']"
940,https://www.goodreads.com//book/show/10852343-stormdancer,Stormdancer,Jay Kristoff,3.79,"14,027","2,389",451,2012,Kigen City,1,"David Gemmell Legend Award Nominee (2013), Aurealis Award Nominee for Best Fantasy Novel (2012), David Gemmell Morningstar Award Nominee (2013), Bookworm Best Award Nominee (2012), David Gemmell Ravenheart Award Nominee (2013)","['Fantasy', 'Science Fiction', 'Steampunk']"
941,https://www.goodreads.com//book/show/14061955-siege-and-storm,Siege and Storm,Leigh Bardugo,3.93,"251,989","27,335",435,2013,Ravka,1,Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013),"['Fantasy', 'Young Adult', 'Romance']"
942,https://www.goodreads.com//book/show/688191.Everlost,Everlost,Neal Shusterman,3.96,"30,615","2,865",320,2006,,1,Los Mejores del Banco del Libro for Mejores Libros Juveniles Traducciones (2013),"['Fantasy', 'Young Adult', 'Fantasy']"
943,https://www.goodreads.com//book/show/18130.A_Wind_in_the_Door,A Wind in the Door,Madeleine L'Engle,3.98,"127,249","3,676",203,1976,Connecticut (United States),1,,"['Fantasy', 'Young Adult', 'Fiction']"
944,https://www.goodreads.com//book/show/47954.The_Invisible_Ring,The Invisible Ring,Anne Bishop,4.08,"13,605",360,398,2000,,1,,"['Fantasy', 'Romance', 'Fiction']"
945,https://www.goodreads.com//book/show/71811.Moon_Called,Moon Called,Patricia Briggs,4.13,"186,876","8,680",289,2006,"Tri-Cities, Washington (United States)",1,,"['Fantasy', 'Urban Fantasy', 'Fantasy']"
946,https://www.goodreads.com//book/show/176867.Elvenborn,Elvenborn,Andre Norton,3.99,"8,149",79,471,2003,,1,,"['Fantasy', 'Fantasy', 'Dragons']"
947,https://www.goodreads.com//book/show/15568.The_Druid_of_Shannara,The Druid of Shannara,Terry Brooks,4.03,"30,871",312,471,1992,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
948,https://www.goodreads.com//book/show/185448.Taliesin_Merlin_Arthur,Taliesin / Merlin / Arthur,Stephen R. Lawhead,4.37,495,9,1335,1989,,1,,"['Fantasy', 'Fiction', 'Mythology']"
949,https://www.goodreads.com//book/show/47990.Jingo,Jingo,Terry Pratchett,4.16,"56,007","1,451",461,2006,,1,,"['Fantasy', 'Fiction', 'Humor']"
950,https://www.goodreads.com//book/show/6752378-city-of-fallen-angels,City of Fallen Angels,Cassandra Clare,4.11,"511,061","23,752",425,2011,"New York City, New York, 2007 (United States)",1,Goodreads Choice Award for Goodreads Author and Nominee for Favorite Book and for Young Adult Fantasy & Science Fiction (2011),"['Fantasy', 'Young Adult', 'Fantasy']"
951,https://www.goodreads.com//book/show/568102.Winter_Warriors,Winter Warriors,David Gemmell,4.17,"6,559",124,339,2000,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
952,https://www.goodreads.com//book/show/14812.The_Sword_of_Angels,The Sword of Angels,John Marco,3.90,917,30,980,2006,,1,,"['Fantasy', 'Science Fiction Fantasy', 'Fiction']"
953,https://www.goodreads.com//book/show/142885.Pilgrim,Pilgrim,Sara Douglass,3.90,"5,217",48,672,2006,,1,,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
954,https://www.goodreads.com//book/show/317613.The_Devil_s_Armor,The Devil's Armor,John Marco,3.86,"1,017",21,752,2004,,1,,"['Fantasy', 'Science Fiction Fantasy', 'Fantasy']"
955,https://www.goodreads.com//book/show/37173847-foundryside,Foundryside,Robert Jackson Bennett,4.22,"21,704","3,518",512,2018,,1,"Locus Award Nominee for Fantasy Novel (2019), British Fantasy Award Nominee for Best Fantasy Novel (Robert Holdstock Award) (2019), Goodreads Choice Award Nominee for Fantasy (2018), Dragon Award Nominee for Best Fantasy Novel (2019)","['Fantasy', 'Fiction', 'Adult']"
956,https://www.goodreads.com//book/show/6202861-a-princess-of-landover,A Princess of Landover,Terry Brooks,3.86,"6,091",326,328,2009,,1,,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
957,https://www.goodreads.com//book/show/24683898-the-death-of-dulgath,The Death of Dulgath,Michael J. Sullivan,4.39,"13,597","1,079",448,2015,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
958,https://www.goodreads.com//book/show/11698192-thinblade,Thinblade,David A. Wells,3.92,"6,119",378,328,2011,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
959,https://www.goodreads.com//book/show/437785.Daughter_of_Ancients,Daughter of Ancients,Carol Berg,3.90,"1,431",36,531,2005,,1,,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
960,https://www.goodreads.com//book/show/2485836.Return_of_the_Crimson_Guard,Return of the Crimson Guard,Ian C. Esslemont,4.05,"10,180",342,702,2008,,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
961,https://www.goodreads.com//book/show/68378.Dragons_of_Spring_Dawning,Dragons of Spring Dawning,Margaret Weis,4.09,"56,558",642,352,2003,,1,,"['Fantasy', 'Dungeons and Dragons', 'Dragonlance']"
962,https://www.goodreads.com//book/show/1251979.Hawkwood_s_Voyage,Hawkwood's Voyage,Paul Kearney,3.75,"1,770",89,384,2001,,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
963,https://www.goodreads.com//book/show/882258.Night_s_Master,Night's Master,Tanith Lee,4.04,"2,290",244,208,1978,,1,"World Fantasy Award Nominee for Best Novel (1979), Mythopoeic Fantasy Award Nominee (1987)","['Fantasy', 'Fiction', 'Fantasy']"
964,https://www.goodreads.com//book/show/1886177.Dragonflight,Dragonflight,Anne McCaffrey,4.08,"131,304","3,469",253,1973,Pern,1,Margaret A. Edwards Award (1999),"['Fantasy', 'Science Fiction', 'Fantasy']"
965,https://www.goodreads.com//book/show/29946.Illusions,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.14,"58,384","2,366",144,2001,,1,National Book Award Finalist for Religion/Inspiration (Paperback) (1980),"['Fiction', 'Philosophy', 'Spirituality']"
966,https://www.goodreads.com//book/show/429883.The_Hidden_City,The Hidden City,David Eddings,4.00,"22,572",136,504,1995,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
967,https://www.goodreads.com//book/show/673657.Guardians_of_the_West,Guardians of the West,David Eddings,4.07,"53,476",600,438,1988,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
968,https://www.goodreads.com//book/show/632622.Beyond_Ragnarok,Beyond Ragnarok,Mickey Zucker Reichert,3.89,"1,092",18,744,1996,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
969,https://www.goodreads.com//book/show/258340.Knights_of_Dark_Renown,Knights of Dark Renown,David Gemmell,4.09,"4,262",147,311,1993,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
970,https://www.goodreads.com//book/show/784086.Deryni_Checkmate,Deryni Checkmate,Katherine Kurtz,4.02,"4,292",84,302,1987,,1,Mythopoeic Fantasy Award Nominee (1973),"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
971,https://www.goodreads.com//book/show/22896.Practical_Magic,Practical Magic,Alice Hoffman,3.76,"84,928","7,089",286,2003,Massachusetts (United States),1,,"['Fantasy', 'Fiction', 'Magical Realism']"
972,https://www.goodreads.com//book/show/6310.Charlie_and_the_Chocolate_Factory,Charlie and the Chocolate Factory,Roald Dahl,4.14,"702,566","12,610",176,2005,,1,"Books I Loved Best Yearly (BILBY) Awards for Read Aloud (1992), North Dakota Children's Choice Award (1985)","['Childrens', 'Fiction', 'Fantasy']"
973,https://www.goodreads.com//book/show/147842.The_High_King_s_Tomb,The High King's Tomb,Kristen Britain,4.23,"15,471",550,679,2007,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
974,https://www.goodreads.com//book/show/17879131-the-heresy-within,The Heresy Within,Rob J. Hayes,3.90,"2,442",126,472,2014,Korral,1,,"['Fantasy', 'Fantasy', 'Epic Fantasy']"
975,https://www.goodreads.com//book/show/22886868-the-shepherd-s-crown,The Shepherd's Crown,Terry Pratchett,4.36,"24,308","2,842",276,2015,,1,"Mythopoeic Fantasy Award Nominee for Children's Literature (2016), Dragon Award for Best Young Adult/Middle Grade Novel (2016)","['Fantasy', 'Fiction', 'Young Adult']"
976,https://www.goodreads.com//book/show/23454.Dragons_of_Winter_Night,Dragons of Winter Night,Margaret Weis,4.09,"49,135",776,358,2007,,1,,"['Fantasy', 'Dungeons and Dragons', 'Dragonlance']"
977,https://www.goodreads.com//book/show/91478.Summer_Knight,Summer Knight,Jim Butcher,4.26,"134,655","4,492",446,2002,"Chicago, Illinois (United States)",1,,"['Fantasy', 'Fantasy', 'Urban Fantasy']"
978,https://www.goodreads.com//book/show/142884.Crusader,Crusader,Sara Douglass,3.88,"4,998",72,544,2007,,1,,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']"
979,https://www.goodreads.com//book/show/177434.A_Time_of_Exile,A Time of Exile,Katharine Kerr,4.01,"6,785",73,394,1992,,1,,"['Fantasy', 'Fiction', 'Fantasy']"
